DOI,entry_count,Title
10.1016/s0167-2738(00)00493-8,1,stoichiometric_changes_in_lithium_conducting_materials_based_on_li1_xalxti2_x_po4_3_impedance_x-ray_and_nmr_studies
10.1021/acs.chemmater.1c00157,1,li_6_sio_4_cl_2_a_hexagonal_argyrodite_based_on_antiperovskite_layer_stacking
10.1021/acs.chemmater.5b00940,1,bulk-phase_ion_conduction_in_cocrystalline_licl_i_n_i_i_n_i_-dimethylformamide_a_new_paradigm_for_solid_electrolytes_based_upon_the_pearson_hard_soft_acid_base_concept
10.1021/acs.chemmater.5b02429,1,toward_understanding_the_lithium_transport_mechanism_in_garnet-type_solid_electrolytes_li_ion_exchanges_and_their_mobility_at_octahedral_tetrahedral_sites
10.1021/acs.chemmater.6b02163,1,i_in_situ_i_monitoring_of_fast_li-ion_conductor_li_7_p_3_s_11_crystallization_inside_a_hot-press_setup
10.1021/acs.chemmater.6b04175,1,local_structural_investigations_defect_formation_and_ionic_conductivity_of_the_lithium_ionic_conductor_li_4_p_2_s_6_sub
10.1021/acs.chemmater.7b00013,1,li_4_ps_4_i_a_lierionic_conductor_synthesized_by_a_solvent-based_soft_chemistry_approach
10.1021/acs.chemmater.9b03230,1,computationally_guided_discovery_of_the_sulfide_li_3_als_3_in_the_li_al_s_phase_field_structure_and_lithium_conductivity
10.1021/acs.inorgchem.6b02274,1,cation_miscibility_and_lithium_mobility_in_nasicon_li_1_i_x_i_ti_2_i_x_i_sc_i_x_i_po_4_3_0_i_x_i_0_5_series_a_combined_nmr_and_impedance_study
10.1016/j.ssi.2014.07.018,1,a_systematic_study_of_nasicon-type_li1_xmxti2_x_po4_3_m_cr_al_fe_by_neutron_diffraction_and_impedance_spectroscopy
10.1016/j.ssi.2014.04.015,1,synthesis_and_characterization_of_lithium_germanogallium_sulfide_li2gega2s6
10.1016/j.ssi.2013.04.002,1,transport_and_electrochemical_properties_of_high_potential_tavorite_livpo4f
10.1016/j.materresbull.2007.04.002,1,synthesis_and_characterisation_of_the_garnet-related_li_ion_conductor_li5nd3sb2o12
10.1016/j.jssc.2013.12.015,1,lithium-cation_conductivity_and_crystal_structure_of_lithium_diphosphate
10.1016/j.jssc.2014.11.024,1,synthesis_and_crystal_structure_analysis_of_li2nabp2o8_and_lina2b5p2o14
10.1016/j.jssc.2016.08.006,1,synthesis_crystal_structure_and_ionic_conductivity_of_a_new_layered_metal_phosphate_li2sr2al_po4_3
10.1016/j.jssc.2016.12.001,1,synthesis_and_structure_of_novel_lithium-ion_conductor_li7ge3ps12
10.1016/j.jssc.2017.09.018,1,structure_of_li5als4_and_comparison_with_other_lithium-containing_metal_sulfides
10.1016/j.jssc.2018.05.008,1,na_li_-ionic_conductivity_in_fe2na2k_li3si12o30
10.1016/j.matchemphys.2012.03.054,1,synthesis_and_high_li-ion_conductivity_of_ga-stabilized_cubic_li7la3zr2o12
10.1016/j.materresbull.2007.08.007,1,dense_nanostructured_solid_electrolyte_with_high_li-ion_conductivity_by_spark_plasma_sintering_technique
10.1016/j.ssi.2012.12.013,1,a_new_crystalline_lipon_electrolyte_synthesis_properties_and_electronic_structure
10.1016/j.materresbull.2012.04.032,1,sol_gel_synthesis_and_lithium_ion_conduction_properties_of_garnet-type_li6bala2ta2o12
10.1016/j.solidstatesciences.2004.05.006,1,crystal_structure_of_new_li_ion_conducting_perovskites_li2xca0_5_xtao3_and_li0_2_ca1_ysry_0_4tao3
10.1016/j.ssi.2008.01.002,1,synthesis_and_conductivities_of_the_garnet-related_li_ion_conductors_li5ln3sb2o12_ln_la_pr_nd_sm_eu
10.1016/j.ssi.2009.07.002,1,lithium-ionic_diffusion_and_electrical_conduction_in_the_li7la3ta2o13_compounds
10.1016/j.ssi.2009.11.015,1,sol_gel_synthesis_and_electrical_properties_of_li5la3ta2o12_lithium_ionic_conductors
10.1016/j.ssi.2010.12.010,1,synthesis_of_garnet-type_li7_xla3zr2o12_1_2x_and_its_stability_in_aqueous_solutions
10.1016/j.ssi.2012.06.008,1,mechanochemical_synthesis_of_li-argyrodite_li6ps5x_x_cl_br_i_as_sulfur-based_solid_electrolytes_for_all_solid_state_batteries_application
10.4028/www.scientific.net/msf.76.107,1,ionic_conductivity_of_li_lt_gt_6_lt_gt_ge_lt_gt_2_lt_gt_o_lt_gt_7_lt_gt_and_its_solid_solutions
