DOI,entry_count,Title
10.1016/0025-5408(86)90194-7,1,Fast ion transport in LiZr2(PO4)3: Structure and conductivity
10.1002/zaac.200900056,1,"LiB<sub>6</sub>O<sub>9</sub>F, the First Lithium Fluorooxoborate – Crystal Structure and Ionic Conductivity"
10.1002/ange.201604554,1,Fluorine‐Doped Antiperovskite Electrolyte for All‐Solid‐State Lithium‐Ion Batteries
10.1002/anie.200701144,1,Fast Lithium Ion Conduction in Garnet‐Type Li<sub>7</sub>La<sub>3</sub>Zr<sub>2</sub>O<sub>12</sub>
10.1002/anie.201604554,1,Fluorine‐Doped Antiperovskite Electrolyte for All‐Solid‐State Lithium‐Ion Batteries
10.1002/anie.201909805,1,Water‐Mediated Synthesis of a Superionic Halide Solid Electrolyte
10.1002/chem.201502052,1,Li<sub>17</sub>Sb<sub>13</sub>S<sub>28</sub>: A New Lithium Ion Conductor and addition to the Phase Diagram Li<sub>2</sub>S–Sb<sub>2</sub>S<sub>3</sub>
10.1002/chin.198639014|10.1149/1.2108704,1,"ChemInform Abstract: Ionic Conductivity and Phase Transition of the Bromide Spinels, Li2‐2xM1+xBr4 (M: Mg, Mn)."
10.1002/zaac.200500231,1,"Crystal Structures, Dimorphism and Lithium Mobility of Li<sub>7</sub>MO<sub>6</sub> (M = Bi, Ru, Os)"
10.1002/zaac.201000121,1,Li<sub>6</sub>PO<sub>5</sub>Br and Li<sub>6</sub>PO<sub>5</sub>Cl: The first Lithium‐Oxide‐Argyrodites 
10.1016/0025-5408(81)90142-2,1,"Ionic conductivity of solid lithium ion conductors with the spinel structure: Li2MCl4 (M = Mg, Mn, Fe, Cd)"
10.1002/zaac.201200277,1,"Preparation, Crystal Structure, Electronic Structure, Impedance Spectroscopy, and Raman Spectroscopy of Li<sub>3</sub>SbS<sub>3</sub> and Li<sub>3</sub>AsS<sub>3</sub>"
10.1006/jssc.2000.9009,1,Structural Disorder and Ionic Conductivity in LiVO3: A Neutron Powder Diffraction Study from 340 to 890 K
10.1006/jssc.2002.9596,1,Conductivity and Structural Investigations in Lacunary Pb6Ca2Li2(PO4)6 Apatite
10.1007/bf00549810,1,The extraction of ionic conductivities and hopping rates from a.c. conductivity data
10.1007/s11581-010-0486-2,1,Fast ionic conduction in cubic hafnium garnet Li7La3Hf2O12
10.1007/s11581-014-1261-6,1,AC conductivity and mechanism of conduction study of lithium barium pyrophosphate Li2BaP2O7 using impedance spectroscopy
10.1016/0022-4596(88)90301-5,1,"Synthesis, structure, ionic conductivity, and phase transformation of new double chloride spinel, Li2CrCl4"
10.1016/j.jssc.2006.06.003,1,"The crystal structure, thermal behaviour and ionic conductivity of a novel lithium gadolinium polyphosphate LiGd(PO3)4"
10.1016/j.jssc.2009.05.020,1,Synthesis and structure analysis of tetragonal Li7La3Zr2O12 with the garnet-related type structure
10.1021/acs.inorgchem.7b00751,1,"Synthesis, Structural Characterization, and Lithium Ion Conductivity of the Lithium Thiophosphate Li<sub>2</sub>P<sub>2</sub>S<sub>6</sub>"
10.1016/j.jssc.2009.10.030,1,Neutron powder diffraction study of tetragonal Li7La3Hf2O12 with the garnet-related type structure
10.1016/j.ssi.2015.04.011,1,Phase formation of a garnet-type lithium-ion conductor Li7−3Al La3Zr2O12
10.1016/j.ssi.2015.08.011,1,"Synthesis, structure and ionic conductivities of novel Li-ion conductor A3Li Ta6−Zr Si4O26 (A= Sr and Ba)"
10.1016/j.ssi.2015.10.015,1,Structural and electrolyte properties of Li4P2S6
10.1016/j.ssi.2015.11.027,1,"Reaction mechanism studies towards effective fabrication of lithium-rich anti-perovskites Li3OX (X= Cl, Br)"
10.1016/j.ssi.2017.03.030,1,Effect of quenching method on Li ion conductivity of Li5La3Bi2O12 solid state electrolyte
10.1016/j.ssi.2019.01.017,1,Preparation and characterization of lithium ion conductive Li3SbS4 glass and glass-ceramic electrolytes
10.1016/s0167-2738(00)00277-0,1,"Synthesis of a new lithium ionic conductor, thio-LISICON–lithium germanium sulfide system"
10.1016/s0167-2738(00)00491-4,1,Ionic conductivity and structure of halocomplex salts of group 13 elements
10.1016/s0167-2738(00)00493-8,1,"Stoichiometric changes in lithium conducting materials based on Li1+xAlxTi2−x(PO4)3: impedance, X-ray and NMR studies"
10.1021/acs.chemmater.1c00157,1,Li<sub>6</sub>SiO<sub>4</sub>Cl<sub>2</sub>: A Hexagonal Argyrodite Based on Antiperovskite Layer Stacking
10.1021/acs.chemmater.5b00940,1,"Bulk-Phase Ion Conduction in Cocrystalline LiCl·<i>N</i>,<i>N</i>-Dimethylformamide: A New Paradigm for Solid Electrolytes Based upon the Pearson Hard–Soft Acid–Base Concept"
10.1021/acs.chemmater.5b02429,1,Toward Understanding the Lithium Transport Mechanism in Garnet-type Solid Electrolytes: Li<sup>+</sup> Ion Exchanges and Their Mobility at Octahedral/Tetrahedral Sites
10.1021/acs.chemmater.6b02163,1,<i>In Situ</i> Monitoring of Fast Li-Ion Conductor Li<sub>7</sub>P<sub>3</sub>S<sub>11</sub> Crystallization Inside a Hot-Press Setup
10.1021/acs.chemmater.6b04175,1,"Local Structural Investigations, Defect Formation, and Ionic Conductivity of the Lithium Ionic Conductor Li<sub>4</sub>P<sub>2</sub>S<sub>6</sub>"
10.1021/acs.chemmater.7b00013,1,Li<sub>4</sub>PS<sub>4</sub>I: A Li<sup>+</sup> Superionic Conductor Synthesized by a Solvent-Based Soft Chemistry Approach
10.1021/acs.chemmater.9b03230,1,Computationally Guided Discovery of the Sulfide Li<sub>3</sub>AlS<sub>3</sub> in the Li–Al–S Phase Field: Structure and Lithium Conductivity
10.1021/acs.inorgchem.6b02274,1,Cation Miscibility and Lithium Mobility in NASICON Li<sub>1+<i>x</i></sub>Ti<sub>2–<i>x</i></sub>Sc<sub><i>x</i></sub>(PO<sub>4</sub>)<sub>3</sub> (0 ≤ <i>x</i> ≤ 0.5) Series: A Combined NMR and Impedance Study
10.1016/j.ssi.2014.07.018|10.1016/j.ssi.2016.07.010,1,"A systematic study of Nasicon-type Li1+xMxTi2−x(PO4)3 (M: Cr, Al, Fe) by neutron diffraction and impedance spectroscopy"
10.1016/j.ssi.2014.04.015,1,"Synthesis and characterization of lithium germanogallium sulfide, Li2GeGa2S6"
10.1016/j.ssi.2013.04.002,1,Transport and electrochemical properties of high potential tavorite LiVPO4F
10.1016/j.materresbull.2007.04.002,1,"Synthesis and characterisation of the garnet-related Li ion conductor, Li5Nd3Sb2O12"
10.1016/j.jssc.2013.12.015,1,Lithium-cation conductivity and crystal structure of lithium diphosphate
10.1016/j.jssc.2014.11.024,1,Synthesis and crystal structure analysis of Li2NaBP2O8 and LiNa2B5P2O14
10.1016/j.jssc.2016.08.006,1,"Synthesis, crystal structure, and ionic conductivity of a new layered metal phosphate, Li2Sr2Al(PO4)3"
10.1016/j.jssc.2016.12.001,1,Synthesis and structure of novel lithium-ion conductor Li7Ge3PS12
10.1016/j.jssc.2017.09.018,1,Structure of Li5AlS4 and comparison with other lithium-containing metal sulfides
10.1016/j.jssc.2018.05.008,1,Na+/Li+-ionic conductivity in Fe2Na2K[Li3Si12O30]
10.1016/j.matchemphys.2012.03.054,1,Synthesis and high Li-ion conductivity of Ga-stabilized cubic Li7La3Zr2O12
10.1016/j.materresbull.2007.08.007,1,Dense nanostructured solid electrolyte with high Li-ion conductivity by spark plasma sintering technique
10.1016/j.ssi.2012.12.013,1,"A new crystalline LiPON electrolyte: Synthesis, properties, and electronic structure"
10.1016/j.materresbull.2012.04.032,1,Sol–gel synthesis and lithium ion conduction properties of garnet-type Li6BaLa2Ta2O12
10.1016/j.solidstatesciences.2004.05.006,1,Crystal structure of new Li+ ion conducting perovskites: Li2xCa0.5−xTaO3 and Li0.2[Ca1−ySry]0.4TaO3
10.1016/j.ssi.2008.01.002,1,"Synthesis and conductivities of the garnet-related Li ion conductors, Li5Ln3Sb2O12 (Ln=La, Pr, Nd, Sm, Eu)"
10.1016/j.ssi.2009.07.002,1,Lithium-ionic diffusion and electrical conduction in the Li7La3Ta2O13 compounds
10.1016/j.ssi.2009.11.015,1,Sol–gel synthesis and electrical properties of Li5La3Ta2O12 lithium ionic conductors
10.1016/j.ssi.2010.12.010,1,Synthesis of garnet-type Li7−xLa3Zr2O12−1/2x and its stability in aqueous solutions
10.1016/j.ssi.2012.06.008,1,"Mechanochemical synthesis of Li-argyrodite Li6PS5X (X=Cl, Br, I) as sulfur-based solid electrolytes for all solid state batteries application"
10.4028/www.scientific.net/msf.76.107,1,Ionic Conductivity of Li&lt;sub&gt;6&lt;/sub&gt;Ge&lt;sub&gt;2&lt;/sub&gt;O&lt;sub&gt;7&lt;/sub&gt; and its Solid Solutions
